Date,Team1,Team1_Runs,Team2,Team2_Runs
"Wednesday, July 24, 2024",Boston Red Sox,7,Colorado Rockies,20
"Wednesday, July 24, 2024",Arizona D'Backs,8,Kansas City Royals,6
"Wednesday, July 24, 2024",San Francisco Giants,8,Los Angeles Dodgers,3
"Wednesday, July 24, 2024",Baltimore Orioles,3,Miami Marlins,6
"Wednesday, July 24, 2024",Philadelphia Phillies,4,Minnesota Twins,5
"Wednesday, July 24, 2024",New York Mets,12,New York Yankees,3
"Wednesday, July 24, 2024",Houston Astros,8,Oakland Athletics,1
"Wednesday, July 24, 2024",St. Louis Cardinals,0,Pittsburgh Pirates,5
"Wednesday, July 24, 2024",Los Angeles Angels,2,Seattle Mariners,1
"Wednesday, July 24, 2024",Chicago White Sox,2,Texas Rangers,10
"Wednesday, July 24, 2024",Tampa Bay Rays,3,Toronto Blue Jays,6
"Wednesday, July 24, 2024",San Diego Padres,12,Washington Nationals,3
"Thursday, July 25, 2024",Oakland Athletics,6,Los Angeles Angels,5
"Thursday, July 25, 2024",Detroit Tigers,3,Cleveland Guardians,0
"Thursday, July 25, 2024",San Francisco Giants,4,Los Angeles Dodgers,6
"Thursday, July 25, 2024",Baltimore Orioles,7,Miami Marlins,6
"Thursday, July 25, 2024",Atlanta Braves,2,New York Mets,3
"Thursday, July 25, 2024",Chicago White Sox,1,Texas Rangers,2
"Thursday, July 25, 2024",Tampa Bay Rays,13,Toronto Blue Jays,0
"Thursday, July 25, 2024",San Diego Padres,3,Washington Nationals,0
"Friday, July 26, 2024",Oakland Athletics,5,Los Angeles Angels,4
"Friday, July 26, 2024",Pittsburgh Pirates,3,Arizona D'Backs,4
"Friday, July 26, 2024",San Diego Padres,6,Baltimore Orioles,4
"Friday, July 26, 2024",New York Yankees,7,Boston Red Sox,9
"Friday, July 26, 2024",Seattle Mariners,10,Chicago White Sox,0
"Friday, July 26, 2024",Minnesota Twins,9,Detroit Tigers,3
"Friday, July 26, 2024",Los Angeles Dodgers,0,Houston Astros,5
"Friday, July 26, 2024",Chicago Cubs,0,Kansas City Royals,6
"Friday, July 26, 2024",Miami Marlins,6,Milwaukee Brewers,2
"Friday, July 26, 2024",Atlanta Braves,4,New York Mets,8
"Friday, July 26, 2024",Cleveland Guardians,3,Philadelphia Phillies,1
"Friday, July 26, 2024",Colorado Rockies,4,San Francisco Giants,11
"Friday, July 26, 2024",Washington Nationals,10,St. Louis Cardinals,8
"Friday, July 26, 2024",Cincinnati Reds,3,Tampa Bay Rays,2
"Friday, July 26, 2024",Texas Rangers,5,Toronto Blue Jays,6
"Saturday, July 27, 2024",Oakland Athletics,3,Los Angeles Angels,1
"Saturday, July 27, 2024",Pittsburgh Pirates,5,Arizona D'Backs,9
"Saturday, July 27, 2024",San Diego Padres,9,Baltimore Orioles,4
"Saturday, July 27, 2024",New York Yankees,11,Boston Red Sox,8
"Saturday, July 27, 2024",Seattle Mariners,6,Chicago White Sox,3
"Saturday, July 27, 2024",Minnesota Twins,2,Detroit Tigers,7
"Saturday, July 27, 2024",Los Angeles Dodgers,6,Houston Astros,7
"Saturday, July 27, 2024",Chicago Cubs,9,Kansas City Royals,4
"Saturday, July 27, 2024",Miami Marlins,7,Milwaukee Brewers,3
"Saturday, July 27, 2024",Atlanta Braves,4,New York Mets,0
"Saturday, July 27, 2024",Cleveland Guardians,0,Philadelphia Phillies,8
"Saturday, July 27, 2024",Colorado Rockies,1,San Francisco Giants,4
"Saturday, July 27, 2024",Colorado Rockies,0,San Francisco Giants,5
"Saturday, July 27, 2024",Washington Nationals,14,St. Louis Cardinals,3
"Saturday, July 27, 2024",Cincinnati Reds,0,Tampa Bay Rays,4
"Saturday, July 27, 2024",Texas Rangers,3,Toronto Blue Jays,7
"Sunday, July 28, 2024",Oakland Athletics,6,Los Angeles Angels,8
"Sunday, July 28, 2024",Pittsburgh Pirates,6,Arizona D'Backs,5
"Sunday, July 28, 2024",San Diego Padres,6,Baltimore Orioles,8
"Sunday, July 28, 2024",New York Yankees,8,Boston Red Sox,2
"Sunday, July 28, 2024",Seattle Mariners,6,Chicago White Sox,3
"Sunday, July 28, 2024",Minnesota Twins,5,Detroit Tigers,0
"Sunday, July 28, 2024",Los Angeles Dodgers,6,Houston Astros,2
"Sunday, July 28, 2024",Chicago Cubs,7,Kansas City Royals,3
"Sunday, July 28, 2024",Miami Marlins,2,Milwaukee Brewers,6
"Sunday, July 28, 2024",Atlanta Braves,9,New York Mets,2
"Sunday, July 28, 2024",Cleveland Guardians,4,Philadelphia Phillies,3
"Sunday, July 28, 2024",Colorado Rockies,4,San Francisco Giants,5
"Sunday, July 28, 2024",Washington Nationals,3,St. Louis Cardinals,4
"Sunday, July 28, 2024",Cincinnati Reds,1,Tampa Bay Rays,2
"Sunday, July 28, 2024",Texas Rangers,3,Toronto Blue Jays,7
"Monday, July 29, 2024",Washington Nationals,8,Arizona D'Backs,9
"Monday, July 29, 2024",Toronto Blue Jays,5,Baltimore Orioles,11
"Monday, July 29, 2024",Toronto Blue Jays,8,Baltimore Orioles,4
"Monday, July 29, 2024",Seattle Mariners,7,Boston Red Sox,14
"Monday, July 29, 2024",Kansas City Royals,8,Chicago White Sox,5
"Monday, July 29, 2024",Chicago Cubs,1,Cincinnati Reds,7
"Monday, July 29, 2024",Cleveland Guardians,8,Detroit Tigers,4
"Monday, July 29, 2024",Pittsburgh Pirates,5,Houston Astros,3
"Monday, July 29, 2024",Atlanta Braves,3,Milwaukee Brewers,8
"Monday, July 29, 2024",Minnesota Twins,2,New York Mets,15
"Monday, July 29, 2024",New York Yankees,14,Philadelphia Phillies,4
"Monday, July 29, 2024",Texas Rangers,6,St. Louis Cardinals,3
"Tuesday, July 30, 2024",Colorado Rockies,7,Los Angeles Angels,10
"Tuesday, July 30, 2024",Washington Nationals,0,Arizona D'Backs,17
"Tuesday, July 30, 2024",Toronto Blue Jays,2,Baltimore Orioles,6
"Tuesday, July 30, 2024",Seattle Mariners,10,Boston Red Sox,6
"Tuesday, July 30, 2024",Kansas City Royals,4,Chicago White Sox,3
"Tuesday, July 30, 2024",Chicago Cubs,3,Cincinnati Reds,6
"Tuesday, July 30, 2024",Cleveland Guardians,5,Detroit Tigers,0
"Tuesday, July 30, 2024",Pittsburgh Pirates,6,Houston Astros,2
"Tuesday, July 30, 2024",Atlanta Braves,5,Milwaukee Brewers,1
"Tuesday, July 30, 2024",Minnesota Twins,0,New York Mets,2
"Tuesday, July 30, 2024",New York Yankees,7,Philadelphia Phillies,6
"Tuesday, July 30, 2024",Los Angeles Dodgers,5,San Diego Padres,6
"Tuesday, July 30, 2024",Oakland Athletics,5,San Francisco Giants,2
"Tuesday, July 30, 2024",Texas Rangers,1,St. Louis Cardinals,8
"Tuesday, July 30, 2024",Miami Marlins,3,Tampa Bay Rays,9
"Wednesday, July 31, 2024",Colorado Rockies,2,Los Angeles Angels,1
"Wednesday, July 31, 2024",Washington Nationals,4,Arizona D'Backs,5
"Wednesday, July 31, 2024",Toronto Blue Jays,4,Baltimore Orioles,10
"Wednesday, July 31, 2024",Seattle Mariners,2,Boston Red Sox,3
"Wednesday, July 31, 2024",Kansas City Royals,10,Chicago White Sox,3
"Wednesday, July 31, 2024",Chicago Cubs,13,Cincinnati Reds,4
"Wednesday, July 31, 2024",Pittsburgh Pirates,4,Houston Astros,5
"Wednesday, July 31, 2024",Atlanta Braves,6,Milwaukee Brewers,2
"Wednesday, July 31, 2024",Minnesota Twins,8,New York Mets,3
"Wednesday, July 31, 2024",New York Yankees,6,Philadelphia Phillies,5
"Wednesday, July 31, 2024",Los Angeles Dodgers,1,San Diego Padres,8
"Wednesday, July 31, 2024",Oakland Athletics,0,San Francisco Giants,1
"Wednesday, July 31, 2024",Texas Rangers,1,St. Louis Cardinals,10
"Wednesday, July 31, 2024",Miami Marlins,6,Tampa Bay Rays,2
"Thursday, August 1, 2024",Colorado Rockies,5,Los Angeles Angels,4
"Thursday, August 1, 2024",Miami Marlins,2,Atlanta Braves,4
"Thursday, August 1, 2024",St. Louis Cardinals,4,Chicago Cubs,5
"Thursday, August 1, 2024",Baltimore Orioles,3,Cleveland Guardians,10
"Thursday, August 1, 2024",Kansas City Royals,7,Detroit Tigers,1
"Friday, August 2, 2024",New York Mets,5,Los Angeles Angels,1
"Friday, August 2, 2024",Miami Marlins,3,Atlanta Braves,5
"Friday, August 2, 2024",St. Louis Cardinals,3,Chicago Cubs,6
"Friday, August 2, 2024",San Francisco Giants,3,Cincinnati Reds,0
"Friday, August 2, 2024",Baltimore Orioles,4,Cleveland Guardians,8
"Friday, August 2, 2024",Kansas City Royals,9,Detroit Tigers,2
"Friday, August 2, 2024",Tampa Bay Rays,2,Houston Astros,3
"Friday, August 2, 2024",Chicago White Sox,2,Minnesota Twins,10
"Friday, August 2, 2024",Toronto Blue Jays,8,New York Yankees,5
"Friday, August 2, 2024",Los Angeles Dodgers,5,Oakland Athletics,6
"Friday, August 2, 2024",Arizona D'Backs,9,Pittsburgh Pirates,8
"Friday, August 2, 2024",Colorado Rockies,5,San Diego Padres,2
"Friday, August 2, 2024",Philadelphia Phillies,2,Seattle Mariners,10
"Friday, August 2, 2024",Boston Red Sox,11,Texas Rangers,6
"Friday, August 2, 2024",Milwaukee Brewers,8,Washington Nationals,3
"Saturday, August 3, 2024",New York Mets,4,Los Angeles Angels,5
"Saturday, August 3, 2024",Miami Marlins,4,Atlanta Braves,3
"Saturday, August 3, 2024",St. Louis Cardinals,5,Chicago Cubs,4
"Saturday, August 3, 2024",San Francisco Giants,4,Cincinnati Reds,6
"Saturday, August 3, 2024",Baltimore Orioles,7,Cleveland Guardians,4
"Saturday, August 3, 2024",Kansas City Royals,5,Detroit Tigers,6
"Saturday, August 3, 2024",Tampa Bay Rays,6,Houston Astros,1
"Saturday, August 3, 2024",Chicago White Sox,2,Minnesota Twins,6
"Saturday, August 3, 2024",Toronto Blue Jays,3,New York Yankees,8
"Saturday, August 3, 2024",Los Angeles Dodgers,10,Oakland Athletics,0
"Saturday, August 3, 2024",Arizona D'Backs,2,Pittsburgh Pirates,4
"Saturday, August 3, 2024",Colorado Rockies,2,San Diego Padres,3
"Saturday, August 3, 2024",Philadelphia Phillies,5,Seattle Mariners,6
"Saturday, August 3, 2024",Boston Red Sox,4,Texas Rangers,7
"Saturday, August 3, 2024",Milwaukee Brewers,4,Washington Nationals,6
"Sunday, August 4, 2024",New York Mets,2,Los Angeles Angels,3
"Sunday, August 4, 2024",Miami Marlins,7,Atlanta Braves,0
"Sunday, August 4, 2024",St. Louis Cardinals,2,Chicago Cubs,6
"Sunday, August 4, 2024",San Francisco Giants,8,Cincinnati Reds,2
"Sunday, August 4, 2024",Baltimore Orioles,9,Cleveland Guardians,5
"Sunday, August 4, 2024",Kansas City Royals,3,Detroit Tigers,2
"Sunday, August 4, 2024",Tampa Bay Rays,1,Houston Astros,0
"Sunday, August 4, 2024",Chicago White Sox,7,Minnesota Twins,13
"Sunday, August 4, 2024",Toronto Blue Jays,3,New York Yankees,4
"Sunday, August 4, 2024",Los Angeles Dodgers,3,Oakland Athletics,2
"Sunday, August 4, 2024",Arizona D'Backs,6,Pittsburgh Pirates,5
"Sunday, August 4, 2024",Colorado Rockies,2,San Diego Padres,10
"Sunday, August 4, 2024",Philadelphia Phillies,6,Seattle Mariners,0
"Sunday, August 4, 2024",Boston Red Sox,7,Texas Rangers,2
"Sunday, August 4, 2024",Milwaukee Brewers,3,Washington Nationals,4
"Monday, August 5, 2024",Minnesota Twins,3,Chicago Cubs,0
"Monday, August 5, 2024",Arizona D'Backs,7,Cleveland Guardians,6
"Monday, August 5, 2024",Boston Red Sox,9,Kansas City Royals,5
"Monday, August 5, 2024",Philadelphia Phillies,3,Los Angeles Dodgers,5
"Monday, August 5, 2024",Cincinnati Reds,10,Miami Marlins,3
"Monday, August 5, 2024",Chicago White Sox,1,Oakland Athletics,5
"Monday, August 5, 2024",New York Mets,6,St. Louis Cardinals,0
"Monday, August 5, 2024",Houston Astros,3,Texas Rangers,4
"Monday, August 5, 2024",San Francisco Giants,4,Washington Nationals,1
"Tuesday, August 6, 2024",Milwaukee Brewers,10,Atlanta Braves,0
"Tuesday, August 6, 2024",Minnesota Twins,3,Chicago Cubs,7
"Tuesday, August 6, 2024",New York Mets,3,Colorado Rockies,6
"Tuesday, August 6, 2024",Boston Red Sox,6,Kansas City Royals,5
"Tuesday, August 6, 2024",Philadelphia Phillies,6,Los Angeles Dodgers,2
"Tuesday, August 6, 2024",Cincinnati Reds,8,Miami Marlins,2
"Tuesday, August 6, 2024",Chicago White Sox,5,Oakland Athletics,1
"Tuesday, August 6, 2024",San Diego Padres,6,Pittsburgh Pirates,0
"Tuesday, August 6, 2024",Detroit Tigers,4,Seattle Mariners,2
"Tuesday, August 6, 2024",Tampa Bay Rays,3,St. Louis Cardinals,4
"Tuesday, August 6, 2024",Houston Astros,4,Texas Rangers,2
"Tuesday, August 6, 2024",Baltimore Orioles,2,Toronto Blue Jays,5
"Tuesday, August 6, 2024",San Francisco Giants,5,Washington Nationals,11
"Wednesday, August 7, 2024",Milwaukee Brewers,8,Atlanta Braves,5
"Wednesday, August 7, 2024",Minnesota Twins,2,Chicago Cubs,8
"Wednesday, August 7, 2024",Arizona D'Backs,7,Cleveland Guardians,3
"Wednesday, August 7, 2024",Arizona D'Backs,5,Cleveland Guardians,3
"Wednesday, August 7, 2024",New York Mets,5,Colorado Rockies,3
"Wednesday, August 7, 2024",Boston Red Sox,4,Kansas City Royals,8
"Wednesday, August 7, 2024",Philadelphia Phillies,9,Los Angeles Dodgers,4
"Wednesday, August 7, 2024",Cincinnati Reds,4,Miami Marlins,6
"Wednesday, August 7, 2024",Los Angeles Angels,2,New York Yankees,5
"Wednesday, August 7, 2024",Los Angeles Angels,8,New York Yankees,2
"Wednesday, August 7, 2024",Chicago White Sox,2,Oakland Athletics,3
"Wednesday, August 7, 2024",San Diego Padres,9,Pittsburgh Pirates,8
"Wednesday, August 7, 2024",Detroit Tigers,6,Seattle Mariners,2
"Wednesday, August 7, 2024",Tampa Bay Rays,2,St. Louis Cardinals,5
"Wednesday, August 7, 2024",Houston Astros,6,Texas Rangers,4
"Wednesday, August 7, 2024",Baltimore Orioles,7,Toronto Blue Jays,3
"Wednesday, August 7, 2024",San Francisco Giants,7,Washington Nationals,4
"Thursday, August 8, 2024",Philadelphia Phillies,6,Arizona D'Backs,4
"Thursday, August 8, 2024",Milwaukee Brewers,16,Atlanta Braves,7
"Thursday, August 8, 2024",New York Mets,9,Colorado Rockies,1
"Thursday, August 8, 2024",Cincinnati Reds,10,Miami Marlins,4
"Thursday, August 8, 2024",Los Angeles Angels,9,New York Yankees,4
"Thursday, August 8, 2024",San Diego Padres,7,Pittsburgh Pirates,6
"Thursday, August 8, 2024",Detroit Tigers,3,Seattle Mariners,4
"Thursday, August 8, 2024",Tampa Bay Rays,6,St. Louis Cardinals,4
"Thursday, August 8, 2024",Baltimore Orioles,6,Toronto Blue Jays,7
"Thursday, August 8, 2024",San Francisco Giants,9,Washington Nationals,5
"Friday, August 9, 2024",Philadelphia Phillies,2,Arizona D'Backs,3
"Friday, August 9, 2024",Houston Astros,8,Boston Red Sox,4
"Friday, August 9, 2024",Chicago Cubs,7,Chicago White Sox,6
"Friday, August 9, 2024",Atlanta Braves,5,Colorado Rockies,6
"Friday, August 9, 2024",St. Louis Cardinals,8,Kansas City Royals,5
"Friday, August 9, 2024",Pittsburgh Pirates,5,Los Angeles Dodgers,9
"Friday, August 9, 2024",San Diego Padres,6,Miami Marlins,2
"Friday, August 9, 2024",Cincinnati Reds,3,Milwaukee Brewers,8
"Friday, August 9, 2024",Cleveland Guardians,2,Minnesota Twins,4
"Friday, August 9, 2024",Cleveland Guardians,3,Minnesota Twins,6
"Friday, August 9, 2024",New York Mets,0,Seattle Mariners,6
"Friday, August 9, 2024",Detroit Tigers,2,San Francisco Giants,3
"Friday, August 9, 2024",Baltimore Orioles,4,Tampa Bay Rays,1
"Friday, August 9, 2024",Oakland Athletics,1,Toronto Blue Jays,3
"Friday, August 9, 2024",Los Angeles Angels,2,Washington Nationals,3
"Saturday, August 10, 2024",Philadelphia Phillies,1,Arizona D'Backs,11
"Saturday, August 10, 2024",Houston Astros,5,Boston Red Sox,4
"Saturday, August 10, 2024",Chicago Cubs,3,Chicago White Sox,1
"Saturday, August 10, 2024",Atlanta Braves,11,Colorado Rockies,8
"Saturday, August 10, 2024",St. Louis Cardinals,3,Kansas City Royals,8
"Saturday, August 10, 2024",Pittsburgh Pirates,1,Los Angeles Dodgers,4
"Saturday, August 10, 2024",San Diego Padres,9,Miami Marlins,8
"Saturday, August 10, 2024",Cincinnati Reds,0,Milwaukee Brewers,1
"Saturday, August 10, 2024",Cleveland Guardians,2,Minnesota Twins,1
"Saturday, August 10, 2024",Texas Rangers,0,New York Yankees,8
"Saturday, August 10, 2024",Texas Rangers,9,New York Yankees,4
"Saturday, August 10, 2024",New York Mets,0,Seattle Mariners,4
"Saturday, August 10, 2024",Detroit Tigers,1,San Francisco Giants,3
"Saturday, August 10, 2024",Baltimore Orioles,7,Tampa Bay Rays,5
"Saturday, August 10, 2024",Oakland Athletics,1,Toronto Blue Jays,0
"Saturday, August 10, 2024",Los Angeles Angels,4,Washington Nationals,5
"Sunday, August 11, 2024",Philadelphia Phillies,5,Arizona D'Backs,12
"Sunday, August 11, 2024",Houston Astros,10,Boston Red Sox,2
"Sunday, August 11, 2024",Atlanta Braves,8,Colorado Rockies,9
"Sunday, August 11, 2024",Pittsburgh Pirates,5,Los Angeles Dodgers,6
"Sunday, August 11, 2024",San Diego Padres,6,Miami Marlins,7
"Sunday, August 11, 2024",Cincinnati Reds,4,Milwaukee Brewers,3
"Sunday, August 11, 2024",Cleveland Guardians,5,Minnesota Twins,3
"Sunday, August 11, 2024",Texas Rangers,7,New York Yankees,8
"Sunday, August 11, 2024",New York Mets,1,Seattle Mariners,12
"Sunday, August 11, 2024",Detroit Tigers,5,San Francisco Giants,4
"Sunday, August 11, 2024",Baltimore Orioles,1,Tampa Bay Rays,2
"Sunday, August 11, 2024",Oakland Athletics,8,Toronto Blue Jays,4
"Sunday, August 11, 2024",Los Angeles Angels,6,Washington Nationals,4
"Monday, August 12, 2024",Toronto Blue Jays,4,Los Angeles Angels,2
"Monday, August 12, 2024",Colorado Rockies,4,Arizona D'Backs,5
"Monday, August 12, 2024",Texas Rangers,4,Boston Red Sox,5
"Monday, August 12, 2024",New York Yankees,2,Chicago White Sox,12
"Monday, August 12, 2024",St. Louis Cardinals,1,Cincinnati Reds,6
"Monday, August 12, 2024",Chicago Cubs,8,Cleveland Guardians,9
"Monday, August 12, 2024",Los Angeles Dodgers,5,Milwaukee Brewers,2
"Monday, August 12, 2024",Kansas City Royals,3,Minnesota Twins,8
"Monday, August 12, 2024",Pittsburgh Pirates,1,San Diego Padres,2
"Monday, August 12, 2024",Atlanta Braves,1,San Francisco Giants,0
"Monday, August 12, 2024",Houston Astros,6,Tampa Bay Rays,1
"Tuesday, August 13, 2024",Toronto Blue Jays,6,Los Angeles Angels,1
"Tuesday, August 13, 2024",Colorado Rockies,3,Arizona D'Backs,4
"Tuesday, August 13, 2024",Washington Nationals,9,Baltimore Orioles,3
"Tuesday, August 13, 2024",Texas Rangers,4,Boston Red Sox,9
"Tuesday, August 13, 2024",New York Yankees,4,Chicago White Sox,1
"Tuesday, August 13, 2024",St. Louis Cardinals,1,Cincinnati Reds,4
"Tuesday, August 13, 2024",Chicago Cubs,1,Cleveland Guardians,2
"Tuesday, August 13, 2024",Seattle Mariners,1,Detroit Tigers,15
"Tuesday, August 13, 2024",Los Angeles Dodgers,7,Milwaukee Brewers,2
"Tuesday, August 13, 2024",Kansas City Royals,3,Minnesota Twins,13
"Tuesday, August 13, 2024",Oakland Athletics,9,New York Mets,4
"Tuesday, August 13, 2024",Miami Marlins,5,Philadelphia Phillies,0
"Tuesday, August 13, 2024",Pittsburgh Pirates,0,San Diego Padres,3
"Tuesday, August 13, 2024",Atlanta Braves,4,San Francisco Giants,3
"Tuesday, August 13, 2024",Houston Astros,3,Tampa Bay Rays,2
"Wednesday, August 14, 2024",Toronto Blue Jays,9,Los Angeles Angels,2
"Wednesday, August 14, 2024",Colorado Rockies,4,Arizona D'Backs,11
"Wednesday, August 14, 2024",Washington Nationals,1,Baltimore Orioles,4
"Wednesday, August 14, 2024",Texas Rangers,9,Boston Red Sox,7
"Wednesday, August 14, 2024",New York Yankees,10,Chicago White Sox,2
"Wednesday, August 14, 2024",St. Louis Cardinals,2,Cincinnati Reds,9
"Wednesday, August 14, 2024",Chicago Cubs,1,Cleveland Guardians,6
"Wednesday, August 14, 2024",Seattle Mariners,2,Detroit Tigers,3
"Wednesday, August 14, 2024",Los Angeles Dodgers,4,Milwaukee Brewers,5
"Wednesday, August 14, 2024",Kansas City Royals,4,Minnesota Twins,1
"Wednesday, August 14, 2024",Oakland Athletics,1,New York Mets,9
"Wednesday, August 14, 2024",Miami Marlins,5,Philadelphia Phillies,9
"Wednesday, August 14, 2024",Pittsburgh Pirates,2,San Diego Padres,8
"Wednesday, August 14, 2024",Atlanta Braves,13,San Francisco Giants,2
"Wednesday, August 14, 2024",Houston Astros,2,Tampa Bay Rays,1
"Thursday, August 15, 2024",Boston Red Sox,1,Baltimore Orioles,5
"Thursday, August 15, 2024",Seattle Mariners,1,Detroit Tigers,2
"Thursday, August 15, 2024",Los Angeles Dodgers,4,Milwaukee Brewers,6
"Thursday, August 15, 2024",Oakland Athletics,7,New York Mets,6
"Thursday, August 15, 2024",Washington Nationals,3,Philadelphia Phillies,13
"Thursday, August 15, 2024",Atlanta Braves,0,San Francisco Giants,6
"Thursday, August 15, 2024",Minnesota Twins,3,Texas Rangers,2
"Friday, August 16, 2024",Atlanta Braves,2,Los Angeles Angels,3
"Friday, August 16, 2024",Boston Red Sox,12,Baltimore Orioles,10
"Friday, August 16, 2024",Toronto Blue Jays,5,Chicago Cubs,6
"Friday, August 16, 2024",Kansas City Royals,7,Cincinnati Reds,1
"Friday, August 16, 2024",San Diego Padres,3,Colorado Rockies,7
"Friday, August 16, 2024",New York Yankees,3,Detroit Tigers,0
"Friday, August 16, 2024",Chicago White Sox,5,Houston Astros,4
"Friday, August 16, 2024",Cleveland Guardians,3,Milwaukee Brewers,5
"Friday, August 16, 2024",Miami Marlins,3,New York Mets,7
"Friday, August 16, 2024",Washington Nationals,2,Philadelphia Phillies,3
"Friday, August 16, 2024",Seattle Mariners,3,Pittsburgh Pirates,5
"Friday, August 16, 2024",Los Angeles Dodgers,7,St. Louis Cardinals,6
"Friday, August 16, 2024",Arizona D'Backs,4,Tampa Bay Rays,5
"Friday, August 16, 2024",Minnesota Twins,4,Texas Rangers,3
"Saturday, August 17, 2024",Atlanta Braves,11,Los Angeles Angels,3
"Saturday, August 17, 2024",Boston Red Sox,5,Baltimore Orioles,1
"Saturday, August 17, 2024",Toronto Blue Jays,2,Chicago Cubs,3
"Saturday, August 17, 2024",Kansas City Royals,13,Cincinnati Reds,1
"Saturday, August 17, 2024",San Diego Padres,8,Colorado Rockies,3
"Saturday, August 17, 2024",New York Yankees,0,Detroit Tigers,4
"Saturday, August 17, 2024",Chicago White Sox,1,Houston Astros,6
"Saturday, August 17, 2024",Cleveland Guardians,1,Milwaukee Brewers,2
"Saturday, August 17, 2024",Miami Marlins,0,New York Mets,4
"Saturday, August 17, 2024",San Francisco Giants,0,Oakland Athletics,2
"Saturday, August 17, 2024",Washington Nationals,1,Philadelphia Phillies,5
"Saturday, August 17, 2024",Seattle Mariners,2,Pittsburgh Pirates,7
"Saturday, August 17, 2024",Los Angeles Dodgers,2,St. Louis Cardinals,5
"Saturday, August 17, 2024",Arizona D'Backs,1,Tampa Bay Rays,6
"Saturday, August 17, 2024",Minnesota Twins,5,Texas Rangers,2
"Sunday, August 18, 2024",Atlanta Braves,3,Los Angeles Angels,1
"Sunday, August 18, 2024",Boston Red Sox,2,Baltimore Orioles,4
"Sunday, August 18, 2024",Toronto Blue Jays,1,Chicago Cubs,0
"Sunday, August 18, 2024",Kansas City Royals,8,Cincinnati Reds,1
"Sunday, August 18, 2024",San Diego Padres,2,Colorado Rockies,3
"Sunday, August 18, 2024",New York Yankees,2,Detroit Tigers,3
"Sunday, August 18, 2024",Chicago White Sox,0,Houston Astros,2
"Sunday, August 18, 2024",Cleveland Guardians,0,Milwaukee Brewers,2
"Sunday, August 18, 2024",Miami Marlins,3,New York Mets,2
"Sunday, August 18, 2024",San Francisco Giants,4,Oakland Athletics,2
"Sunday, August 18, 2024",Washington Nationals,6,Philadelphia Phillies,4
"Sunday, August 18, 2024",Seattle Mariners,10,Pittsburgh Pirates,3
"Sunday, August 18, 2024",Los Angeles Dodgers,2,St. Louis Cardinals,1
"Sunday, August 18, 2024",Arizona D'Backs,7,Tampa Bay Rays,8
"Sunday, August 18, 2024",Minnesota Twins,5,Texas Rangers,6
"Monday, August 19, 2024",Boston Red Sox,4,Houston Astros,5
"Monday, August 19, 2024",Los Angeles Angels,3,Kansas City Royals,5
"Monday, August 19, 2024",Seattle Mariners,0,Los Angeles Dodgers,3
"Monday, August 19, 2024",Arizona D'Backs,9,Miami Marlins,6
"Monday, August 19, 2024",Baltimore Orioles,3,New York Mets,4
"Monday, August 19, 2024",Tampa Bay Rays,0,Oakland Athletics,3
"Monday, August 19, 2024",Minnesota Twins,3,San Diego Padres,5
"Monday, August 19, 2024",Chicago White Sox,3,San Francisco Giants,5
"Monday, August 19, 2024",Pittsburgh Pirates,3,Texas Rangers,4
"Monday, August 19, 2024",Cincinnati Reds,6,Toronto Blue Jays,3
"Tuesday, August 20, 2024",Philadelphia Phillies,1,Atlanta Braves,3
"Tuesday, August 20, 2024",Detroit Tigers,1,Chicago Cubs,3
"Tuesday, August 20, 2024",Boston Red Sox,6,Houston Astros,5
"Tuesday, August 20, 2024",Los Angeles Angels,9,Kansas City Royals,5
"Tuesday, August 20, 2024",Seattle Mariners,3,Los Angeles Dodgers,6
"Tuesday, August 20, 2024",Arizona D'Backs,3,Miami Marlins,1
"Tuesday, August 20, 2024",Cleveland Guardians,9,New York Yankees,5
"Tuesday, August 20, 2024",Baltimore Orioles,9,New York Mets,5
"Tuesday, August 20, 2024",Tampa Bay Rays,1,Oakland Athletics,0
"Tuesday, August 20, 2024",Minnesota Twins,5,San Diego Padres,7
"Tuesday, August 20, 2024",Chicago White Sox,1,San Francisco Giants,4
"Tuesday, August 20, 2024",Milwaukee Brewers,3,St. Louis Cardinals,2
"Tuesday, August 20, 2024",Pittsburgh Pirates,4,Texas Rangers,0
"Tuesday, August 20, 2024",Cincinnati Reds,3,Toronto Blue Jays,10
"Tuesday, August 20, 2024",Colorado Rockies,3,Washington Nationals,1
"Wednesday, August 21, 2024",Philadelphia Phillies,3,Atlanta Braves,2
"Wednesday, August 21, 2024",Detroit Tigers,8,Chicago Cubs,2
"Wednesday, August 21, 2024",Boston Red Sox,4,Houston Astros,1
"Wednesday, August 21, 2024",Los Angeles Angels,0,Kansas City Royals,3
"Wednesday, August 21, 2024",Seattle Mariners,4,Los Angeles Dodgers,8
"Wednesday, August 21, 2024",Arizona D'Backs,10,Miami Marlins,8
"Wednesday, August 21, 2024",Cleveland Guardians,1,New York Yankees,8
"Wednesday, August 21, 2024",Baltimore Orioles,3,New York Mets,4
"Wednesday, August 21, 2024",Tampa Bay Rays,4,Oakland Athletics,2
"Wednesday, August 21, 2024",Minnesota Twins,11,San Diego Padres,4
"Wednesday, August 21, 2024",Chicago White Sox,6,San Francisco Giants,2
"Wednesday, August 21, 2024",Milwaukee Brewers,6,St. Louis Cardinals,10
"Wednesday, August 21, 2024",Pittsburgh Pirates,0,Texas Rangers,1
